gracenapolitano,"b'ATTENTION DREAMERS! Right now, you can still apply to renew your DACA. If you meet the requirements to apply for DACA renewal, you should apply \xe2\x86\x92 https://t.co/hDTSLEgs7j https://t.co/nZ6viusAiZ'",Democrat
RepAlGreen,"b"".@SpeakerRyan bring the gun safety bills we have pending to the floor of the House for a vote. The American people need solutions, not just moments of silence for another group of victims. If you won't act, step aside. https://t.co/rMQXaqeY5y #ActionNotTalk #SantaFe #Parkland""",Democrat
RepDavidEPrice,"b""\xe2\x86\x928 indictments of 19 people &amp; 3 businesses\n\xe2\x86\x925 guilty pleas\n\xe2\x86\x922 criminal cases headed to trial\n\xe2\x86\x921 person already serving prison sentence\n\nThe Special Counsel isn't hunting witches, he's catching criminals and uncovering corruption. https://t.co/FffQDwIoyJ""",Democrat
RepMarciaFudge,"b'In 2 days, foster youth from across the country will be meeting with Members of Congress to help our government improve the child welfare system. Looking forward to being part of this important conversation. #FosterYouthVoices. #Supportouryouth https://t.co/i1HxPuZagK'",Democrat
RepBrady,"b'Children on #SNAP are more likely to graduate, break the cycle of poverty, and contribute to a productive and efficient economy in the future. \xe2\x80\x9cAnd a child shall lead.\xe2\x80\x9d #NoHouseFarmBill #ProtectSNAP #HandsOffSNAP https://t.co/ZXZAXrq7j4'",Democrat
rosadelauro,"b'Right now, you can still apply to renew your DACA. If you meet the requirements to apply for DACA renewal, you should apply \xe2\x86\x92 https://t.co/fAHHjqyeBZ https://t.co/qKYK00b2pZ'",Democrat
RepJohnConyers,b'I am grateful to my colleagues who have called for due process before weighing judgment. I would urge them to continue to do so for any Member accused of wrongdoing. Basic fairness requires no less.',Democrat
RepTedDeutch,"b""If your member of Congress isn't fighting to end gun violence then they are neglecting a critical issue that could affect any American at any time. Thank you to @NancyPelosi @RepThompson @RepWilson for being on the right side of this issue and joining me for this important forum.""",Democrat
AGBecerra,"b'Every student, regardless of immigration status, is entitled to feel safe &amp; secure at school. Our office issued guidance to help schools better understand protections that safeguard the privacy of students &amp; families. View our checklist &amp; guidance: https://t.co/D4MjG7vyaQ https://t.co/yMaBuTmzOF'",Democrat
RepJimMcDermott,b'Tomorrow I begin my retirement from public service. It has been a tremendous honor to serve as your Congressman. Thank you. https://t.co/RwgWshKc81',Democrat
RepSheaPorter,"b'This afternoon, I joined a Democratic hearing on #gunviolence prevention featuring a panel of high schoolers who have been affected by violence. These kids are so brave and are leading the way in getting Congress to take action. It\xe2\x80\x99s time for Speaker Ryan to listen. #neveragain https://t.co/MNueYgKszp'",Democrat
repdinatitus,"b""Today I offered an amendment to the Army Corps Reauth. in support of the important restoration work in the Lake Tahoe Basin. Tahoe is a critical economic engine in the Sierra Nevadas. I'll continue to fight for this program. https://t.co/rngLsK50F8""",Democrat
DWStweets,"b""I'm so proud of my fellow Florida Gators and yes, even the Seminoles, for refusing to let Rick Scott stand in the way of the right of students to access the ballot box and make their voices heard. https://t.co/gnUospLvbG""",Democrat
collinpeterson,b'Tomorrow I would appreciate your vote to continue working as your common sense Congressman in #MN07 : http://t.co/qWkJV1GVMd',Democrat
RepRonKind,b'One of my favorite summer traditions is driving across Wisconsin with my family to local county dairy breakfasts. Check out the link below to find a dairy breakfast near you! \xf0\x9f\xa7\x80\xf0\x9f\xa5\x9b\xf0\x9f\x90\x84\nhttps://t.co/SQVTat9TXE',Democrat
repjoecrowley,b'@KolbeNelson @NYCTSubway looking into it! Will be back with an answer ASAP.',Democrat
RepGeneGreen,"b""If you\xe2\x80\x99ve never applied for #DACA before, you may not apply for DACA now. Only people who have had DACA at some point can submit a renewal application. **NOTE: This hasn't changed because of the recent court ruling on DACA.** Apply \xe2\x86\x92 https://t.co/m0l8lAK64h. https://t.co/ygVnX1dAXy""",Democrat
LorettaSanchez,"b'Our veterans make our country proud. On #VeteransDay, we honor their sacrifices and their bravery https://t.co/yBTmhe1kEp'",Democrat
RepDwightEvans,b'The # of thoughts &amp; prayers Republicans have offered in the wake of tragic gun violence far succeeds the # of times they have joined my Dem colleagues and me on legislation to enact common-sense #gunreform.\n\nThe time for action is NOW\xe2\x80\x94myself &amp; thousands of others have had enough!',Democrat
RepGaramendi,b'I had a great time meeting with @OrganicTrade members today to discuss how we can support organic agriculture and products in Congress. https://t.co/M5I10zGXK1',Democrat
RepSchakowsky,"b""Progressives Sound Alarm Ahead of Tuesday House Vote on 'Bank Lobbyist Act' https://t.co/VAFnn0tZAW""",Democrat
RepJoeCourtney,"b'This week we are marking #NationalMaritimeDay, serving as an opportunity to recognize one of our nation\xe2\x80\x99s most important industries. Eastern CT is home to one of the country\xe2\x80\x99s strongest maritime economies. A special thanks to our region\xe2\x80\x99s hardworking maritime industry workers.'",Democrat
RepPaulTonko,"b""Thanks @USRepMikeDoyle for your leadership on this generation-defining issue. I'm proud to be fighting to restore #NetNeutrality &amp; a level playing field for America's #smallbiz &amp; consumers! https://t.co/N4zsUbcxjP""",Democrat
repdonnaedwards,"b""As of Dec 15, I'll no longer tweet from this account. Please stay in touch by following me @DonnaFEdwards Thank you for the privilege. \xe2\x9d\xa3\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8""",Democrat
BennieGThompson,b'Congressman Thompson\xe2\x80\x99s statement for NO vote on #GOPFarmBill: https://t.co/rvPrfBcKR2',Democrat
JacksonLeeTX18,b'Congratulations to the @HoustonRockets on the win tonight in Game 4 over @warriors! \xf0\x9f\x9a\x80 \xf0\x9f\x8f\x80 #RocketsNation #Rockets @TilmanJFertitta  #HoustonStrong',Democrat
GerryConnolly,b'This is the sound of cement cracking around the ossified feet of the SCOTUS. We must have cameras in the court.\n\nhttps://t.co/Fp8doA8o93',Democrat
mikecapuano,"b""I'll continue to stand up to Donald Trump, whose actions hurt women and families in every community. Women, and our entire country, deserve better. Join me in standing with Planned Parenthood: https://t.co/dJS2iohNMg""",Democrat
BillPascrell,b'I always enjoy welcoming @steelworkers to Washington. We need their common sense in standing up for a living wage and the dignity of working Americans. #USWWorks #solidarity #District4 https://t.co/sPpnyTEYRA',Democrat
louiseslaughter,b'The #FlintWaterCrisis epitomized what is actually a nation-wide crisis and Federal investment in water infrastructure is needed to truly address this burgeoning problem. https://t.co/KanV3kKft5',Democrat
RepAdamSmith,b'Read more here \xe2\x86\x92https://t.co/5NIkBzxhj7 @HighlineSchools',Democrat
RepMikeQuigley,"b'Smaller government? Not when it comes to women\xe2\x80\x99s #healthcare. Now Trump is using the gov to dictate what doctors can tell their patients. \n\nRT to tell this Administration: #NoGagRule, which will only serve to shut down providers &amp; cut vital services. https://t.co/KiEQQMnmnO'",Democrat
RepJohnLarson,"b'This morning\xe2\x80\x99s announcement that @UTC will hire 2,000 workers in CT is great news for our state and demonstrates our strength as a hub for manufacturing, innovation, and as a home to a skilled workforce. I thank UTC for their commitment to our state! https://t.co/v2TdNgOCU1'",Democrat
chakafattah,b'@TheStreet https://t.co/evNUAVfCpV',Democrat
JuliaBrownley,"b""Even Trump's own former HHS Secretary is admitting it: The #GOPTaxScam is driving up health care prices. It's long past time for Republicans to come to the table to work on a bipartisan plan to bring down healthcare costs for hard-working families. https://t.co/41ZwHcYwen""",Democrat
AlanGrayson,b'My first broadcast ad starts today! Check it out. \n#UnboughtUnbossed https://t.co/pp4SljEo5W',Democrat
RepJerryNadler,b'Read my statement on @realDonaldTrump and @HouseGOP\xe2\x80\x99s reckless and dangerous effort to pressure the Department of Justice into exposing the identity of a top-secret FBI source. https://t.co/D1LyKIfLvw',Democrat
USRepMikeDoyle,b'New poll shows strong support for #NetNeutrality across the political spectrum and among all age groups. \n#SaveNetNeutrality \nhttps://t.co/MgJ8wnolCJ',Democrat
DorisMatsui,"b'Today I had the pleasure of participating in #FosterYouthShadowDay with Israel from Sacramento. Thank you, Israel, for sharing your story and your ideas! https://t.co/A4saywRM5k'",Democrat
RepGutierrez,"b""Tell me something I don't know... https://t.co/ohqaXTICGC""",Democrat
RepMaxineWaters,"b'The moment of keeps: Giuliani, keep talking. Mueller, keep connecting the dots. Rosenstein, keep saying no. Stormy, keep storming.'",Democrat
pedropierluisi,b'A las 4:15 comenzar\xc3\xa1 la conf de prensa sobre las recomendaciones reveladas por Task Force Promesa. Estaremos en vivo a trav\xc3\xa9s de FB live.',Democrat
RepBrianHiggins,b'Great news for the @WNYLC DL&amp;W Trail project https://t.co/7mWNnUPdx2',Democrat
RepJoseSerrano,b'Want to support our children &amp; their education? Support their teachers. #ABetterDeal https://t.co/ffNqlBSriW',Democrat
FrankPallone,"b'Right now, you can still apply to renew your DACA. If you meet the requirements to apply for DACA renewal, you should apply \xe2\x86\x92 https://t.co/xldxDBxcdj https://t.co/vFllN7hKcU'",Democrat
jahimes,"b'It may be true that the center cannot hold and mere anarchy is loosed upon the world, but at least the world has figured out to serve bacon...alone...just bacon. https://t.co/sGhpaDaP7t'",Democrat
BradSherman,b'#PaperTiger on #NorthKorea.  @realDonaldTrump fails to sanction major Chinese banks doing business with North Korea. See my bipartisan letter of criticism. https://t.co/UverWZ8Arz',Democrat
RepAdamSchiff,"b'There\xe2\x80\x99s a reason why this is the most scandal-plagued Administration in modern history. When you combine an unethical President with one-party rule, it is an invitation to ruin. Power corrupts, and Trump\xe2\x80\x99s absolute power has corrupted all too absolutely.'",Democrat
repjohnlewis,"b'Separating children from their parents is cruel, it is inhumane, and it is not in keeping with the moral values of our nation. It is simply un-American. I will fight this action with every fiber of my being. https://t.co/jyrwTPOxHO'",Democrat
RepRaulGrijalva,"b'#DidYouKnow that you can still apply for a #DACA renewal even if your last application was rejected for not meeting the October 5, 2017 deadline? If you meet the requirements, submit your renewal application ASAP.   https://t.co/wENidcoufa'",Democrat
RepDianaDeGette,"b""I joined @PPFA today in pushing back on @POTUS' new #TitleX domestic gag rule. Women deserve access to \xe2\x80\x93 as well as knowledge of \xe2\x80\x93 the full range of #reprorights available to them. Forcing health care providers to censor this information is not only wrong, it's dangerous. https://t.co/oN0VEucc8F""",Democrat
repsandylevin,"b'In a recent report by the non-partisan CBO, an estimated 3 million more Americans will lose health insurance between 2018 &amp; 2019 due to rising premiums mainly attributed to the #GOPTaxScam. https://t.co/TVqMZeGJvF https://t.co/UE6YEoduh2'",Democrat
RepSpeier,"b'Everyone who lost their #DACA protections, now is THE time to regain or renew your protections. Your application process will depend on whether your DACA expired before or after September 5, 2016, so be sure to check out how to apply at https://t.co/zxOF5bY462.'",Democrat
RepHankJohnson,"b'Right now, you can still apply to renew your DACA. If you meet the requirements to apply for DACA renewal, you should apply \xe2\x86\x92 https://t.co/Ly9835QQyj https://t.co/r4mcevn3s9'",Democrat
janschakowsky,"b""I'll be on the House floor discussing how @HouseDemocrats have #ABetterDeal for our democracy. Tune in!\n\nhttps://t.co/1ZxHOo7NsW""",Democrat
EleanorNorton,"b'Great news for DC students and families! We preserved #DCTAG funding in the House DC appropriations bill, released today, despite it being zeroed out in Trump\xe2\x80\x99s budget. With DC students in colleges across the nation, protecting DCTAG funding is always my first priority.'",Democrat
RepGregoryMeeks,b'You can still apply to renew your DACA - Check here if you meet the requirements and apply for your DACA renewal! #ProtectDreamers \xe2\x86\x92 https://t.co/EMBFyxEKpH https://t.co/mMbyBpig1v',Democrat
RepGwenMoore,"b'.@realDonaldTrump\xe2\x80\x99s gag rule is an attack on women\xe2\x80\x99s access to basic care like birth control, cancer screenings &amp; STD treatment. It\xe2\x80\x99s an attack on women\xe2\x80\x99s rights. #NoGagRule https://t.co/CIKv30idyV'",Democrat
repjimcooper,"b'This decision will undermine local law enforcement and school officials, and increase fear and mistrust in our communities. A cruel law that will only create new problems. https://t.co/GB7tePAZBb'",Democrat
WhipHoyer,"b'Wishing everyone, especially @UofMaryland #Terps, a happy #WorldTurtleDay! #FearTheTurtle #GoTerps https://t.co/ZG3EfOVO3F'",Democrat
cbrangel,"b""I'm sad to leave the office I've occupied for decades but am glad to see my dear friend will carry it on! I'll visit soon. https://t.co/P6yLE2EvWV""",Democrat
RepPerlmutter,b'We must stop letting people here at home &amp; in other countries undermine the integrity of our election systems. And we must protect every American\xe2\x80\x99s right to vote. We need to ensure  #ABetterDeal for our democracy.',Democrat
RepSchrader,"b""There are 24 sea lions at the base of Willamette Falls gorging on the salmon spring run right now. @MyODFW says there's a 90% chance the Willamette Winter Steelhead run will go extinct in the next few years if we don't act. We must pass my bill, HR 2083, now! #SaveOurSalmon https://t.co/YsfwzynFRC""",Democrat
RepSteveIsrael,b'Hear the first excerpt from the audiobook edition of #BigGuns from @SimonAudio: https://t.co/T1Q7GdL6GE\n\nDownload your copy today:\nAudible: https://t.co/yvtnoBA8D6\nGoogle Play: https://t.co/nDU3GUYqwB\niTunes: https://t.co/3BPJ1jbeZs https://t.co/Kvy9mK4uQK',Democrat
repbenraylujan,b'My heart is broken to learn of yet another mass shooting. That this is the third school shooting in America this week alone is unacceptable. We must take action to ensure our children no longer have to go to school scared for their safety. #SantaFe #NeverAgain',Democrat
JimLangevin,"b'One step we can take to reduce #gunviolence is to prevent children from gaining access to unsecured firearms. Today, I introduced the Child Access Prevention Act to ensure guns are stored safely. #EnoughIsEnough https://t.co/fEe6B45tC5'",Democrat
RepSires,b'Spoke with Melvyn Bray about the charitable work of @lionsclubs at home in NJ and around the world https://t.co/Jz82yKdvas',Democrat
RepMikeHonda,"b""I joined @democracynow to discuss @realDonaldTrump's unacceptable, unAmerican proposal for a #MuslimRegistry https://t.co/iA2qSJWHPM""",Democrat
repblumenauer,"b""I've never met a person who thinks it's a good idea for state-legal marijuana businesses to be forced to operate on a cash-only basis. These businesses just want to pay fair taxes w/ a check. Yet the federal govt remains in the way. We have the legislation. Now, Congress must act https://t.co/2UlGSmkNdZ""",Democrat
NancyPelosi,"b'.@realDonaldTrump said he would allow Medicare to negotiate \xe2\x80\x9clike crazy\xe2\x80\x9d to lower the cost of prescription drugs. Apparently, \xe2\x80\x9clike crazy\xe2\x80\x9d means not at all. #PelosiTownHall'",Democrat
chelliepingree,"b'Thank you to Casey Smith of @CityPortland for helping to make #FosterYouthVoices heard on Capitol Hill during National Foster Youth Month. We must ensure every child has the resources to grow up in a safe, loving home. #mepolitics https://t.co/ILGQqNvNdr'",Democrat
keithellison,b'Stop Calling It an Arbitration Agreement\xe2\x80\x94Employers Are Forcing Workers to Give Up Their Rights https://t.co/hBlfTq0CqC',Democrat
RepTimRyan,b'Thank you Senator @Sean_J_OBrien and thank you for your leadership. #TJX https://t.co/JdTBSBny2A',Democrat
RepRalphNorman,b'Thank you for coming in and meeting with me @sccepnews ! https://t.co/CWbgXSNz52',Republican
RepTomGarrett,b'HAPPENING NOW: @SecPompeo testifies before @HouseForeign. Watch live HERE \xe2\x86\x92 https://t.co/cVIj9cETLL\nhttps://t.co/zSrb6rynHw',Republican
RepArrington,"b'A BIG congratulation is in order to Rickey Bearden of Plains, Texas for his appointment to this critical board \xe2\x80\x93 one that ensures economic stability through efficient and effective crop insurance. I am confident that he will represent our region and the entire ag industry well!'",Republican
RepJimBanks,b'Welcomed 8th grade students from @HolyCrossFW to the U.S. Capitol today between votes. No surprise that these Hoosier students were smart and witty! https://t.co/ToyekUaGdS',Republican
RepJasonLewis,b'Both federal and state efforts are in play to restructure Minnesota\xe2\x80\x99s Met Council. Gov. Dayton- now is the time to make certain the Met Council is accountable to taxpayers. \nRead more on the issue here https://t.co/ZcPLDzrmaC \n#MN02',Republican
RepGallagher,"b""In just two months from now, we will once again adjourn for a month-long recess without getting our work done. This is unacceptable. I urge my colleagues: let's cancel the recess, stay in session, and do our job. https://t.co/9eLl9QrKhW""",Republican
DrNealDunnFL2,b'Just spoke on the House floor in support of the National Defense Authorization Act (NDAA) and my amendment to modernize the F-22 wing at Tyndall Air Force Base. https://t.co/K6ufV8hIid',Republican
RepJohnFaso,"b'I led a bipartisan coalition in introducing legislation to reauthorize the school-based health center program, which is vital for students and their families in under-served rural communities. Read about this worthy program &amp; our effort to reauthorize it: https://t.co/jgacKcAqi1'",Republican
RepJackBergman,b'I applaud Chairman @MacTXPress for including language in the FY19 NDAA highlighting the critical role the Soo Locks play in our national security. \n\nhttps://t.co/siuFtpHhxt',Republican
RepBrianMast,b'Big wins for local water coming out of our Transportation &amp; Infrastructure committee hearing today.  Read about it here: https://t.co/iVshSJxaTZ #SendTheWaterSouth',Republican
RepTrey,"b'The DRIVE-Safe Act enables truck drivers across the district and across the state to deliver goods in a safe, timely manner, attract the workforce they need, and create Hoosier jobs \xe2\x86\x92 https://t.co/jwaeYEzT18 @WISH_TV'",Republican
RepPaulMitchell,"b'Last night, the House overwhelmingly passed the bipartisan FIRST STEP Act, which provides inmates the support they need, while strengthening public safety &amp; enhancing prison security for all. https://t.co/1HcmS8RYAX @HouseJudiciary'",Republican
RepDrewFerguson,b'Another example that #TaxReformWorks. This is great news for #GA03! https://t.co/c0LEczD5Jd',Republican
housebudgetGOP,"b'#BudgetFact: Thanks to #TaxReform, optimism in the job market is at a 17-year high + 67% of Americans feel they can find a good job. Read more: https://t.co/pRWR06i2qz'",Republican
amashoffice,"b'""Grand Rapids is becoming a destination city not only for beer but for entertainment, art, food, and more."" https://t.co/ZbqtpVTgA8'",Republican
WarrenDavidson,"b'#winning #DoddFrank made big banks bigger and small banks fewer. That trend is not good for America. This bill is good for America, it is bipartisan, and thankfully it will soon be the law of the land. https://t.co/b4OUPtLx6w'",Republican
RepLaHood,b'@scottwongDC Why not make it exciting?',Republican
HouseSmallBiz,"b'#BREAKING: Chairman @RepSteveChabot Hails Passage of S. 2155: ""The reforms included in this package, which will now be sent to @POTUS\' desk, will put American Main Street businesses on the path to job creation and expansion."" https://t.co/x31T9REsnS'",Republican
RepMiaLove,"b'Good to see the U of U\xe2\x80\x99s \xe2\x80\x98Go Learn\xe2\x80\x99 program in my office this week. We don\xe2\x80\x99t see eye-to-eye on everything, but it was good to have a discussion about tough topics like #schoolsafety and #immigration. #utpol https://t.co/zpInOtX1Gf'",Republican
CongressmanHice,b'LIVE NOW: Confronting the Democrats\xe2\x80\x99 partisan gamesmanship over the 2020 Census asking individuals if they are an American citizen. Tune in here: https://t.co/TwxmszAJ8i \xe2\x80\xa6 https://t.co/b2RX8NugEm',Republican
RepBuddyCarter,b'The launch day for the 2018 Congressional App Challenge is coming up. I enjoyed meeting the previous winners from Richmond Hill Middle School and learning about their Wing Finder app while they were in D.C. I encourage middle and high school students in #GA01 to participate. https://t.co/29Vlco1Q15',Republican
RepJohnKatko,b'LIVE now with @gracenapolitano @RepDonBeyer on Engaging and Supporting Families in Suicide Prevention  #mhm2018 #EndStigma --&gt; https://t.co/zU8m84IDv3',Republican
RepRussell,b'It was great speaking with @BBCNews earlier this week. We discussed Iran and North Korea.\nhttps://t.co/XDDXZVsh5P',Republican
RepMarkWalker,"b'Last fall, four NC prison workers were tragically killed in an attempted jailbreak. We have to make our prisons safer for employees and more effective at rehabilitating inmates. Last night we passed the important #FIRSTSTEPAct to do both \xe2\x86\x92 https://t.co/CQHSlDUjly #NC06 #ncpol'",Republican
RepRodBlum,"b'Chatted with Iowa Plumbing, Heating, and Cooling today about the need for workers in Iowa. I support LEGAL immigration and welfare reform- I am confident that these reforms will alleviate the worker shortage we are seeing in #IA01 https://t.co/btV1yJYG8q'",Republican
RepRickAllen,"b""I had a great meeting with the National Air Traffic Controllers Association this morning. I'd like to thank all of our Air Traffic Controllers for the important work that they do everyday to ensure the safe and orderly flow of air traffic! https://t.co/C9pUHVxpSM""",Republican
HurdOnTheHill,"b""LISTEN \xf0\x9f\x8e\xa7: Talked all things #nationalsecurity with Former #CIA Acting Director Michael Morell on the latest @IntelMattersPod #podcast. Spoiler alert: it's a good one. https://t.co/FYThR5QOBY""",Republican
RepTomMacArthur,"b'Whether in NH or NJ, addressing substance use disorder cannot fall victim to partisan politics. @RepAnnieKuster and I submitted this column to the @BurlcoTimes to outline efforts of the Bipartisan Heroin Task Force. https://t.co/Lutmsyziyt'",Republican
RepAbraham,"b'After further review, it looks like the NFL actually make the right call and listened to the will of the fans. #LA05\n\nhttps://t.co/6gzsQTVUj7'",Republican
RepStefanik,"b'ICYMI: This week the House passed a series of measures to better support our veterans. As the proud Representative of more veterans than any other Member of Congress in New York, I will continue to prioritize their needs. Learn more: https://t.co/FocALmNL4i'",Republican
RepFrenchHill,"b'The best are found in Bald Knob, Arkansas at Bulldog. \xf0\x9f\x8d\x93\xf0\x9f\x8d\x93\xf0\x9f\x8d\x93 https://t.co/0D8ETAl68n'",Republican
RepRyanCostello,b'We all agree the men &amp; women who sacrifice so much to serve our country deserve the best service possible when they come home - and when they are preparing to deploy. That is why I introduced this commonsense legislation. Learn more about my bill here: https://t.co/YWKfTZOhQ3',Republican
RepRyanZinke,b'Just a reminder: Please follow @SecretaryZinke for updates on my work with @Interior - I will no longer post updates to this account. #mtpol',Republican
RepGarretGraves,"b'Happy to vote with my colleagues today to advance legislation that will directly impact Louisiana\xe2\x80\x99s flood protection, maritime, coastal, environmental and other water resources-related interests. https://t.co/WGBQWdmKDA'",Republican
RepComstock,"b""The House passed the Right to Try Act of 2017 yesterday. This legislation passed the Senate and will now move to the President's desk to become law. #VA10 #RightToTry https://t.co/UyXqWZV8sb""",Republican
RepPoliquin,b'@HouseVetAffairs Read more about the provisions I pushed for in the #VAMISSIONAct and how this is going to help so many of our Maine Vets: https://t.co/AvcQxnROfm\n#mepolitics',Republican
RepNewhouse,"b'Columbia River Treaty negotiations are long overdue, and I applaud the Trump admin for getting ball rolling on renegotiating this treaty that has a tremendous impact on our way of life in #WA04 and the PNW. Story via @TriCityHerald: https://t.co/RX6dCuGZZx'",Republican
RepBrianBabin,"b'Thanks @FoxNews for having me on to talk about a way to make our schools and communities safer. Watch the floor speech I gave on this, the night before Santa Fe shooting. https://t.co/zx6C92ikwT. #TX36 https://t.co/nAzSY1wrxK'",Republican
RepMikeBishop,"b""My #bipartisan bill would curb the flow of synthetic opioids being shipped into our country by giving law enforcement new tools to detect suspicious packages. This is just one of 60+ bills we're advancing to combat this devastating epidemic: https://t.co/8tcNxeO5f9""",Republican
RepTomEmmer,b'I\xe2\x80\x99m joining @foxnewsnight tonight w/ @ShannonBream to discuss how @POTUS is working to unleash Minnesota\xe2\x80\x99s mining potential. Tune in to @FoxNews at 10:35pm CT/11:35pm ET!',Republican
RepLoudermilk,b'Today would have been Dustin Inman\xe2\x80\x99s 34th birthday - he was only 16 when he tragically lost his life and the man responsible has yet to be brought to justice. This is why we need to #SecureOurBorders\n\nhttps://t.co/z9PfAF2EHm',Republican
repdavetrott,"b""In today's @detroitnews \xe2\x86\x92 I believe President @realDonaldTrump made a great choice in @SecPompeo. Read my column: https://t.co/lsKO7V9Hot""",Republican
RepKenBuck,"b""If you're a student in the 4th Congressional District, I encourage you to participate in this year's app challenge. We've had some great apps the last three years, and I'm looking forward to seeing what students create in 2018. https://t.co/wJBrMujG66""",Republican
USRepGaryPalmer,"b'The First Amendment encourages open debate, not the stifling of ideas in the public square. View my questions from a recent committee hearing on this topic here: \nhttps://t.co/nVSA5L6NNo'",Republican
RepCurbelo,"b'On #WorldTurtleDay what better way to celebrate than a shout-out to the great team at @TurtleHospital in the #FLKeys. Each visitor allows them to keep up their important work to conserve, rehabilitate, and release \xf0\x9f\x90\xa2\xf0\x9f\x90\xa2 https://t.co/CoovuvwSFY'",Republican
RepWesterman,b'NEWS: Westerman Introduces Land Exchange Bill for Local Church https://t.co/kVkc87wLFw #ar4 #arpx #arnews',Republican
RepLeeZeldin,"b'VIDEO: Today, I joined @realDonaldTrump on Long Island w/ my NY colleagues @RepPeteKing &amp; @RepDanDonovan for a roundtable discussion re efforts to combat MS-13. Watch my remarks here: https://t.co/HsH02LlVpH'",Republican
RepMoolenaar,"b""Today, @HouseAppropsGOP passed legislation increasing funding for the Highway Trust Fund by a billion dollars to $46 billion. This means more money for federal roads &amp; I will continue to advocate for additional funding to fix our country's most important infrastructure needs.""",Republican
RepByrne,b'Another important reform bill headed to @POTUS for his signature! I was proud to support the #VAMISSIONAct when it passed the House. https://t.co/CimKko61D5',Republican
RepGuthrie,b'I enjoyed speaking to @KBT4AllModes this morning! Thanks for having me! https://t.co/gEYsEDqimX',Republican
RepBlainePress,b'The Farm Bill is critical to our Missouri-03 farmers and rural communities. This week I had the opportunity to discuss the Farm Bill with Kermit Miller from @KRCG13 while he was in Washington DC https://t.co/wJrNJmQBUH',Republican
RepJasonSmith,b'It is now up to us to provide families with the certainty that these new rates will be there for them in the future as they plan for their lives.',Republican
RepSanfordSC,b'Our office was able to work with the Committee on the inclusion of three important topics that have direct impact on the Lowcountry... https://t.co/vDflcZgjrZ',Republican
USRepLong,"b'In May, the @HouseCommerce Committee approved over 60 bills addressing the #OpioidCrisis. Read more about what we\xe2\x80\x99re doing to fight this epidemic \xe2\xac\x87\xef\xb8\x8f  https://t.co/SG4LQJUuab'",Republican
USRepRodney,b'Great meeting today with the @AAOrtho including Dr. Douglas Harte of Livingston. Very informative conversation about higher education issues. Thanks! https://t.co/C2RZS6ImgW',Republican
Rep_Hunter,"b'In case you missed it earlier, I discussed the Clint Lorance case and other issues with Col. Denny Gillem on Frontlines of Freedom.  Listen to the full interview here: https://t.co/DcEdKg4NCs'",Republican
RepChrisSmith,b'Today\xe2\x80\x99s new CDC numbers on autism regrettably show a greater prevalence\xe2\x80\x94up 20% in NJ to 1 in 34 kids.  This quantifying of prevalence of autism\xe2\x80\x94mandated by my legislation\xe2\x80\x94helps us fight for &amp; secure much-needed fed support for treatment &amp; education of children w/ autism.',Republican
SteveScalise,b'I spoke with @TeamCavuto this afternoon about the importance of keeping up the pressure so the House can get the information we need from the FBI. https://t.co/jvbEWEVbTE',Republican
KeithRothfus,"b'Fuel-secure nuclear and coal-fired power plants provide safe, reliable, &amp; resilient electricity that millions of Americans depend on. Read more about it in my latest Op-Ed with @RepMcKinley:  https://t.co/zaVpfvkwXN'",Republican
HouseJudiciary,b'@RepGoodlatte @RepMcCaul @Raul_Labrador @RepMcSally and many others working hard to #securetheborder and get immigration reform through the House. https://t.co/ZOI5Qxo6Ob',Republican
RepDavidValadao,"b""Enjoyed hosting Central Valley resident, Jessica, for #FosterYouthShadowDay. I'm beyond inspired by her story and grateful for all she does to give back to our community. Together, we can improve foster care in California. https://t.co/GS6smqouvK""",Republican
RepJBridenstine,"b'Happy 227th Birthday to the US Coast Guard, founded in 1790 by Alexander Hamilton. #SemperParatus'",Republican
RepAndyBarr,b'I am diligently working with my colleagues in the @FinancialCmte to pass pro-growth policies that will reduce the regulatory burden on our community financial institutions and unlock access to key financial services for all Kentuckians. https://t.co/LNj9lWLVXC',Republican
RepRWilliams,b'@Authentic_EI @GovWaste I promise you I am working hard to ensure these tax cuts are permanent for all Americans.',Republican
RepPaulCook,b'I issued the following statement on the #IranDeal https://t.co/f5H49KgIJZ',Republican
SusanWBrooks,b'Sending my thoughts and prayers to former Indiana First Lady Susan Bayh and her family as she battles cancer and undergoes treatment. I join the community in praying for a full recovery. https://t.co/nMErhD5TpL',Republican
RepChrisStewart,"b'Follow along to learn more about my legislation, the Desert Tortoise Habitat Conservation Plan Expansion Act. https://t.co/lHAHPpRnTh'",Republican
RepTedYoho,b'I will be on @FoxNews today at 1:15pm EST to discuss the upcoming summit with #NorthKorea and the dismantling of their nuclear test site.',Republican
RepLaMalfa,"b""Congratulations to Cadet 1st Class Ryan Silva from Auburn, California for being named the top graduate of the U.S. Air Force Academy class of 2018! I nominated Ryan for the Academy back in 2014, and he has since proven to be one of Northern California's, &amp; the country's, finest! https://t.co/bLHAgzguy9""",Republican
RepWalorski,"b'Thanks to these Hoosier air traffic controllers who stopped by with @NATCA to discuss recruitment and other important efforts to improve safety, leadership, and efficiency in the aviation industry. https://t.co/jLDSRdgi2F'",Republican
